DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Attempt,Arrest,LarcenyCode,FID
2017/08/07 04:00:00+00,1430,1200,300 E  BRIGHTON AV     ,BURGLARY, ,,From Building,1955
2017/04/20 04:00:00+00,2100,530,2600 S  SALINA ST     ,BURGLARY, ,,From Building,1956
2017/05/28 04:00:00+00,849,849,3300 BURNET AV     ,BURGLARY, ,,From Building,1957
2017/08/07 04:00:00+00,1900,1430,1100 CANNON ST     ,BURGLARY, ,,From Building,1958
2017/04/20 04:00:00+00,1400,1600,600 WALNUT AV     ,BURGLARY, ,,From Building,1959
2017/05/28 04:00:00+00,1200,1628,100 W  MATSON AV     ,BURGLARY, ,Yes,From Building,1960
2017/08/07 04:00:00+00,1000,1300,200 COMSTOCK AV     ,BURGLARY, ,,From Building,1961
2017/04/20 04:00:00+00,200,1700,100 RIVERDALE DR     ,BURGLARY, ,,From Building,1962
2017/05/28 04:00:00+00,1700,1500,100 CROTON TER    ,BURGLARY, ,,From Building,1963
2017/05/28 04:00:00+00,1300,1820,200 N  CLINTON ST     ,LARCENY, ,,From Building,1964
2017/05/29 04:00:00+00,1750,1955,200 HIAWATHA BLVD W ,LARCENY, ,,From Building,1965
2017/05/30 04:00:00+00,1534,1534,1400 MIDLAND AV     ,BURGLARY, ,,From Building,1966
2017/08/07 04:00:00+00,1000,1300,1100 KIRKPATRICK ST     ,BURGLARY, ,,From Building,1967
2017/04/21 04:00:00+00,540,540,500 CATHERINE ST     ,BURGLARY, ,,From Building,1968
2017/08/07 04:00:00+00,800,1700,400 S  BEECH ST     ,BURGLARY, ,,From Building,1969
2017/04/21 04:00:00+00,120,900,400 VALLEY DR     ,BURGLARY, ,,From Building,1970
2017/08/07 04:00:00+00,1700,2330,200 KELLOGG ST     ,BURGLARY, ,,From Building,1971
2017/04/21 04:00:00+00,1213,1213,300 MOUNT OLYMPUS DR     ,BURGLARY, ,,From Building,1972
2017/08/08 04:00:00+00,700,1509,600 S  GEDDES ST     ,LARCENY, ,,From Building,1973
2017/04/21 04:00:00+00,1930,1930,500 S  CLINTON ST     ,LARCENY, ,,From Building,1974
2017/08/08 04:00:00+00,1000,1630,1400 E  GENESEE ST     ,BURGLARY, ,,From Building,1975
2017/04/21 04:00:00+00,800,2130,100 POLK ST     ,BURGLARY, ,Yes,From Building,1976
2017/08/08 04:00:00+00,1604,1930,2900 JAMES ST     ,LARCENY, ,,From Building,1977
2017/04/22 04:00:00+00,1407,1407,400 BUTTERNUT ST     ,LARCENY, ,Yes,From Building,1978
2017/08/09 04:00:00+00,1830,1230,200 DEMONG DR     ,BURGLARY, ,,From Building,1979
2017/04/22 04:00:00+00,1414,1414,100 COLLEGE PL     ,BURGLARY, ,Yes,From Building,1980
2017/08/09 04:00:00+00,2200,1500,600 N  GEDDES ST     ,BURGLARY, ,,From Building,1981
2017/04/22 04:00:00+00,1200,1500,200 S  COLLINGWOOD AV     ,BURGLARY, ,,From Building,1982
2017/08/09 04:00:00+00,730,1615,700 OSTROM AV     ,BURGLARY, ,,From Building,1983
2017/04/22 04:00:00+00,1713,1713,3000 E  ERIE BLVD   ,LARCENY, ,Yes,From Building,1984
2017/08/09 04:00:00+00,2130,2130,1000 W  GENESEE ST     ,AGGRAVATED ASSAULT, ,Yes,From Building,1985
2017/04/22 04:00:00+00,1200,1800,1000 SUNNYCREST RD     ,LARCENY, ,,From Building,1986
2017/08/10 04:00:00+00,329,329,1800 GRANT BLVD   ,BURGLARY, ,,From Building,1987
2017/04/23 04:00:00+00,340,340,2600 S  SALINA ST     ,BURGLARY, ,Yes,From Building,1988
2017/08/10 04:00:00+00,2340,2340,200 MARY ST     ,BURGLARY, ,,From Building,1989
2017/04/24 04:00:00+00,202,202,400 W  ONONDAGA ST     ,BURGLARY, ,,From Building,1990
2017/08/10 04:00:00+00,2000,2330,700 OSTROM AV     ,BURGLARY, ,,From Building,1991
2017/04/24 04:00:00+00,0,630,600 WALNUT AV     ,BURGLARY, ,,From Building,1992
2017/08/11 04:00:00+00,606,606,500 UNIVERSITY AV     ,BURGLARY, ,,From Building,1993
2017/04/24 04:00:00+00,835,835,800 S  SALINA ST     ,BURGLARY, ,,From Building,1994
2017/08/11 04:00:00+00,1530,900,1400 OAK ST     ,BURGLARY, ,,From Building,1995
2017/04/24 04:00:00+00,1357,1357,200 W  MATSON AV     ,LARCENY, ,,From Building,1996
2017/08/11 04:00:00+00,1159,1159,100 W  MATSON AV     ,BURGLARY, ,,From Building,1997
2017/08/12 04:00:00+00,543,543,300 WESTCOTT ST     ,BURGLARY, ,,From Building,1998
2017/08/12 04:00:00+00,1319,1319,1200 S  GEDDES ST     ,LARCENY, ,,From Building,1999
2017/08/12 04:00:00+00,1430,1445,100 S  MIDLER AV     ,LARCENY, ,Yes,From Building,2000
2017/09/28 04:00:00+00,2109,2109,100 BECKER ST     ,BURGLARY, ,,From Building,2001
2017/10/31 04:00:00+00,2004,2004,600 ACKERMAN AV     ,BURGLARY, ,,From Building,2002
2017/09/29 04:00:00+00,1052,1052,200 LANDON AV     ,BURGLARY, ,,From Building,2003
2017/11/15 05:00:00+00,1237,1237,2800 ERIE BLVD E ,BURGLARY,A,Yes,From Building,2004
2017/09/29 04:00:00+00,1215,1215,300 PROSPECT AV     ,LARCENY, ,,From Building,2005
2017/10/31 04:00:00+00,2135,2135,100 JOHN ST     ,BURGLARY, ,,From Building,2006
2017/09/30 04:00:00+00,2200,2200,100 HIGHLAND AV     ,LARCENY, ,,From Building,2007
2017/11/15 05:00:00+00,1927,1927,300 TAFT AV     ,BURGLARY, ,,From Building,2008
2017/10/31 04:00:00+00,1140,1140,100 ROOSEVELT AV     ,BURGLARY, ,,From Building,2009
2017/09/30 04:00:00+00,244,244,100 MARSHALL ST     ,LARCENY, ,,From Building,2010
2017/11/15 05:00:00+00,2307,2307,200 VILLAGE DR     ,BURGLARY, ,,From Building,2011
2017/10/31 04:00:00+00,930,930,100 NEW ST     ,LARCENY, ,,From Building,2012
2017/10/01 04:00:00+00,36,36,700 CARBON ST     ,BURGLARY, ,,From Building,2013
2017/11/16 05:00:00+00,1100,1100,900 S  SALINA ST     ,ROBBERY, ,Yes,From Building,2014
2017/11/01 04:00:00+00,439,439,200 WOODLAWN TER    ,BURGLARY, ,,From Building,2015
2017/10/01 04:00:00+00,2204,2204,400 BEAR ST     ,BURGLARY, ,,From Building,2016
2017/11/16 05:00:00+00,1109,1109,1800 W  FAYETTE ST     ,LARCENY, ,,From Building,2017
2017/10/01 04:00:00+00,2321,2321,200 CARBON ST     ,BURGLARY, ,,From Building,2018
2017/09/17 04:00:00+00,1930,1930,300 CATHERINE ST     ,BURGLARY, ,,From Building,2019
2017/08/13 04:00:00+00,1030,1030,200 CRAFTON AV     ,LARCENY, ,Yes,From Building,2020
2017/11/01 04:00:00+00,1124,1124,200 HURLBURT RD     ,BURGLARY, ,,From Building,2021
2017/10/02 04:00:00+00,1852,1852,700 WESTCOTT ST     ,BURGLARY, ,,From Building,2022
2017/08/13 04:00:00+00,1200,1200,1700 GRANT BLVD   ,LARCENY, ,Yes,From Building,2023
2017/09/17 04:00:00+00,1740,1040,100 DICKERSON ST     ,LARCENY, ,,From Building,2024
2017/11/17 05:00:00+00,425,425,2100 PARK ST     ,BURGLARY, ,,From Building,2025
2017/08/14 04:00:00+00,700,845,100 E  KENNEDY ST     ,BURGLARY, ,,From Building,2026
2017/10/03 04:00:00+00,623,623,4100 S  SALINA ST     ,LARCENY, ,Yes,From Building,2027
2017/11/02 04:00:00+00,1311,1311,100 SUNRISE DR     ,BURGLARY, ,,From Building,2028
2017/11/17 05:00:00+00,559,559,300 ASHDALE AV     ,BURGLARY, ,Yes,From Building,2029
2017/08/14 04:00:00+00,2000,2300,300 VILLAGE DR     ,BURGLARY, ,,From Building,2030
2017/10/03 04:00:00+00,1234,1234,100 JASPER PL     ,BURGLARY, ,,From Building,2031
2017/11/02 04:00:00+00,1300,2000,1000 WESTMORELAND AV     ,BURGLARY, ,,From Building,2032
2017/11/17 05:00:00+00,1445,1445,300 S  SALINA ST     ,LARCENY, ,,From Building,2033
2017/08/15 04:00:00+00,305,1030,200 ACADEMY PL     ,BURGLARY, ,,From Building,2034
2017/10/03 04:00:00+00,1000,1630,1900 W  GENESEE ST     ,BURGLARY, ,,From Building,2035
2017/11/03 04:00:00+00,1800,1800,100 FERNWOOD AV     ,BURGLARY, ,,From Building,2036
2017/11/17 05:00:00+00,1800,1800,200 E  WATER ST     ,BURGLARY, ,,From Building,2037
2017/08/15 04:00:00+00,228,305,100 S  WARREN ST     ,BURGLARY, ,,From Building,2038
2017/10/04 04:00:00+00,828,828,600 GIFFORD ST     ,BURGLARY, ,,From Building,2039
2017/11/03 04:00:00+00,1730,1730,300 WEBSTER ST     ,BURGLARY, ,,From Building,2040
2017/11/18 05:00:00+00,1920,1920,100 LAFAYETTE RD     ,BURGLARY, ,,From Building,2041
2017/08/15 04:00:00+00,1535,1535,4000 S  SALINA ST     ,LARCENY, ,,From Building,2042
2017/10/04 04:00:00+00,1948,1000,1100 W  ONONDAGA ST     ,BURGLARY, ,,From Building,2043
2017/11/03 04:00:00+00,1015,2100,200 STAFFORD AV     ,BURGLARY, ,,From Building,2044
2017/11/19 05:00:00+00,415,415,100 E  BRIGHTON AV     ,BURGLARY, ,,From Building,2045
2017/08/16 04:00:00+00,1300,1430,900 ACKERMAN AV     ,BURGLARY, ,,From Building,2046
2017/10/04 04:00:00+00,930,1430,900 GLENWOOD AV     ,LARCENY, ,,From Building,2047
2017/11/04 04:00:00+00,730,2100,200 OAK ST     ,BURGLARY, ,,From Building,2048
2017/11/19 05:00:00+00,1121,1121,200 HILLSBORO PKWY   ,BURGLARY, ,,From Building,2049
2017/08/16 04:00:00+00,1612,1612,300 W  ONONDAGA ST     ,LARCENY, ,,From Building,2050
2017/10/05 04:00:00+00,1914,1914,300 WOODBINE AV     ,BURGLARY, ,,From Building,2051
2017/11/04 04:00:00+00,2245,2245,1700 GRANT BLVD   ,LARCENY, ,,From Building,2052
2017/11/19 05:00:00+00,2307,2307,400 CAYUGA ST     ,LARCENY, ,,From Building,2053
2017/08/16 04:00:00+00,2318,2318,1900 E  GENESEE ST     ,BURGLARY, ,,From Building,2054
2017/10/06 04:00:00+00,0,600,0 PRESIDENTIAL CT     ,BURGLARY, ,Yes,From Building,2055
2017/11/05 04:00:00+00,1145,910,300 CORTLAND AV     ,BURGLARY, ,,From Building,2056
2017/11/20 05:00:00+00,1800,1800,1300 BUTTERNUT ST     ,LARCENY, ,,From Building,2057
2017/08/17 04:00:00+00,1023,1023,500 KIRKPATRICK ST     ,BURGLARY, ,,From Building,2058
2017/10/06 04:00:00+00,1150,1330,300 PLYMOUTH DR     ,BURGLARY, ,,From Building,2059
2017/11/05 04:00:00+00,1630,2100,100 SMITH LN     ,LARCENY, ,,From Building,2060
2017/11/21 05:00:00+00,700,1551,100 MARY ST     ,BURGLARY, ,,From Building,2061
2017/08/18 04:00:00+00,1110,1110,700 WESTCOTT ST     ,ROBBERY, ,,From Building,2062
2017/10/06 04:00:00+00,2000,2204,300 S  ALVORD ST     ,BURGLARY, ,,From Building,2063
2017/11/05 04:00:00+00,1830,1830,1000 HIGHLAND ST     ,LARCENY, ,Yes,From Building,2064
2017/11/21 05:00:00+00,1649,1649,100 HURLBURT RD     ,LARCENY, ,,From Building,2065
2017/08/18 04:00:00+00,1400,1530,1000 TYSON PL     ,BURGLARY, ,,From Building,2066
2017/10/07 04:00:00+00,538,538,600 TULLY ST     ,BURGLARY, ,,From Building,2067
2017/11/06 05:00:00+00,1145,1345,100 DELONG AV     ,BURGLARY, ,,From Building,2068
2017/11/21 05:00:00+00,2040,2040,700 E  DIVISION ST     ,BURGLARY, ,,From Building,2069
2017/08/18 04:00:00+00,1400,2300,200 FITCH ST     ,LARCENY, ,,From Building,2070
2017/10/08 04:00:00+00,625,1400,100 MEDORA PL     ,BURGLARY, ,,From Building,2071
2017/11/06 05:00:00+00,1300,1400,100 W  OSTRANDER AV     ,BURGLARY, ,,From Building,2072
2017/11/21 05:00:00+00,2215,2215,200 CARBON ST     ,BURGLARY, ,,From Building,2073
2017/08/18 04:00:00+00,54,54,1700 LODI ST     ,ROBBERY,A,,From Building,2074
2017/12/01 05:00:00+00,1235,1235,800 E  BRIGHTON AV     ,LARCENY, ,,From Building,2075
2017/10/17 04:00:00+00,2000,630,100 AVON RD     ,LARCENY, ,,From Building,2076
2017/10/09 04:00:00+00,2330,715,300 COURT ST     ,BURGLARY, ,,From Building,2077
2017/10/09 04:00:00+00,1139,1139,200 HOMECROFT RD     ,BURGLARY, ,,From Building,2078
2017/10/10 04:00:00+00,1011,1011,300 W  PLEASANT AV     ,BURGLARY, ,,From Building,2079
2017/10/10 04:00:00+00,1120,1300,300 COLUMBUS AV     ,BURGLARY, ,,From Building,2080
2017/10/10 04:00:00+00,1913,1913,1500 S  GEDDES ST     ,LARCENY, ,,From Building,2081
2017/10/11 04:00:00+00,700,1300,100 ARSENAL DR     ,BURGLARY, ,,From Building,2082
2017/10/11 04:00:00+00,1537,1537,1800 S  STATE ST     ,BURGLARY, ,,From Building,2083
2017/10/12 04:00:00+00,1000,1000,100 MAPLEHURST AV     ,LARCENY, ,,From Building,2084
2017/10/12 04:00:00+00,1014,1014,700 N  ALVORD ST     ,BURGLARY, ,,From Building,2085
2017/10/12 04:00:00+00,1058,1058,700 E  ADAMS ST     ,LARCENY, ,,From Building,2086
2017/10/12 04:00:00+00,1147,1147,300 ONONDAGA AV     ,LARCENY, ,,From Building,2087
2017/10/12 04:00:00+00,1700,1700,1900 E  GENESEE ST     ,BURGLARY, ,,From Building,2088
2017/10/12 04:00:00+00,2051,2051,3800 S  SALINA ST     ,LARCENY, ,Yes,From Building,2089
2017/10/12 04:00:00+00,2154,2154,900 BELLEVUE AV     ,BURGLARY, ,,From Building,2090
2017/10/13 04:00:00+00,1100,1330,1900 E  GENESEE ST     ,BURGLARY, ,,From Building,2091
2017/10/13 04:00:00+00,1000,1330,1900 E  GENESEE ST     ,BURGLARY, ,,From Building,2092
2017/10/13 04:00:00+00,2000,800,400 W  ONONDAGA ST     ,LARCENY, ,,From Building,2093
2017/10/14 04:00:00+00,1000,1300,400 DOUGLAS ST     ,BURGLARY, ,,From Building,2094
2017/10/14 04:00:00+00,930,1422,0 ELMHURST AV     ,BURGLARY, ,,From Building,2095
2017/10/14 04:00:00+00,1000,2130,1000 W  ONONDAGA ST     ,BURGLARY, ,,From Building,2096
2017/10/14 04:00:00+00,2320,2320,300 RIEGEL ST     ,BURGLARY, ,,From Building,2097
2017/10/14 04:00:00+00,1231,1231,900 E  BRIGHTON AV     ,LARCENY, ,Yes,From Building,2098
2017/10/15 04:00:00+00,1745,1745,200 HOPE AV     ,BURGLARY, ,,From Building,2099
2017/10/16 04:00:00+00,1059,500,300 SPENCER ST     ,BURGLARY, ,,From Building,2100
2017/10/16 04:00:00+00,220,220,300 ERIE ST     ,BURGLARY, ,,From Building,2101
2017/10/16 04:00:00+00,2230,550,0 PRESIDENTIAL PLZ    ,BURGLARY, ,,From Building,2102
2017/10/16 04:00:00+00,1030,1030,2000 ERIE BLVD E ,LARCENY, ,,From Building,2103
2017/10/16 04:00:00+00,630,1200,100 DICKERSON ST     ,LARCENY, ,,From Building,2104
2017/10/16 04:00:00+00,1514,1514,1000 CANAL ST     ,BURGLARY, ,Yes,From Building,2105
2017/09/18 04:00:00+00,903,903,100 INTREPID LN     ,BURGLARY, ,,From Building,2106
2017/11/21 05:00:00+00,2238,2238,100 LAFAYETTE RD     ,BURGLARY, ,,From Building,2107
2017/11/06 05:00:00+00,2345,2345,100 GIFFORD PKWY   ,BURGLARY, ,,From Building,2108
2017/10/17 04:00:00+00,200,400,0 PRESIDENTIAL CT     ,BURGLARY, ,,From Building,2109
2017/09/18 04:00:00+00,1100,1400,1300 E  GENESEE ST     ,BURGLARY, ,,From Building,2110
2017/08/19 04:00:00+00,1445,1445,400 CARBON ST     ,BURGLARY, ,,From Building,2111
2017/12/01 05:00:00+00,1808,1808,400 ERIE BLVD E ,ROBBERY, ,Yes,From Building,2112
2017/11/21 05:00:00+00,0,530,100 W  CORNING AV     ,LARCENY, ,,From Building,2113
2017/11/07 05:00:00+00,435,435,1900 SOUTH AV     ,BURGLARY, ,,From Building,2114
2017/10/17 04:00:00+00,1456,1456,200 ESSEX ST     ,BURGLARY, ,,From Building,2115
2017/09/18 04:00:00+00,2000,2100,800 TEALL AV     ,LARCENY, ,,From Building,2116
2017/08/20 04:00:00+00,210,210,2900 ERIE BLVD E ,BURGLARY, ,,From Building,2117
2017/12/01 05:00:00+00,2000,2200,1200 SPRING ST     ,BURGLARY, ,,From Building,2118
2017/11/22 05:00:00+00,139,139,0 STONE CT     ,BURGLARY, ,,From Building,2119
2017/11/07 05:00:00+00,2330,36,1000 JAMES ST     ,BURGLARY, ,,From Building,2120
2017/10/17 04:00:00+00,1537,1537,100 MAURICE AV     ,BURGLARY, ,,From Building,2121
2017/09/19 04:00:00+00,312,312,200 S  SALINA ST     ,BURGLARY, ,,From Building,2122
2017/08/21 04:00:00+00,1613,1613,2000 ERIE BLVD E ,LARCENY, ,,From Building,2123
2017/12/02 05:00:00+00,1731,1731,300 GOODRICH AV     ,BURGLARY, ,,From Building,2124
2017/11/22 05:00:00+00,2200,700,1000 PARK ST     ,LARCENY, ,,From Building,2125
2017/11/08 05:00:00+00,1800,800,500 S  CLINTON ST     ,BURGLARY, ,,From Building,2126
2017/10/17 04:00:00+00,1925,1925,800 LANCASTER AV     ,BURGLARY, ,,From Building,2127
2017/09/19 04:00:00+00,1234,1234,100 KELLOGG ST     ,BURGLARY, ,,From Building,2128
2017/08/22 04:00:00+00,2130,1130,300 FURMAN ST     ,BURGLARY, ,,From Building,2129
2017/12/02 05:00:00+00,1430,1900,300 RICHMOND AV     ,BURGLARY, ,,From Building,2130
2017/09/02 04:00:00+00,505,505,2100 PARK ST     ,BURGLARY, ,,From Building,2131
2017/11/22 05:00:00+00,1123,1123,200 CARBON ST     ,BURGLARY, ,,From Building,2132
2017/11/08 05:00:00+00,1018,1018,100 HARTSON ST     ,BURGLARY, ,,From Building,2133
2017/10/17 04:00:00+00,1630,2030,100 MAURICE AV     ,BURGLARY, ,,From Building,2134
2017/10/17 04:00:00+00,1900,1900,1200 HARRISON ST     ,LARCENY, ,,From Building,2135
2017/10/18 04:00:00+00,1904,1904,200 HERKIMER ST     ,LARCENY, ,Yes,From Building,2136
2017/10/18 04:00:00+00,2303,2303,100 E  BISSELL ST     ,BURGLARY, ,,From Building,2137
2017/10/19 04:00:00+00,940,1100,500 NOTTINGHAM RD     ,BURGLARY, ,,From Building,2138
2017/10/19 04:00:00+00,1950,1950,500 S  CLINTON ST     ,LARCENY, ,,From Building,2139
2017/10/19 04:00:00+00,2230,800,1000 N  TOWNSEND ST     ,BURGLARY, ,,From Building,2140
2017/10/19 04:00:00+00,800,1430,1300 LANCASTER AV     ,LARCENY, ,,From Building,2141
2017/10/20 04:00:00+00,308,308,1200 MILTON AV     ,BURGLARY, ,,From Building,2142
2017/10/21 04:00:00+00,524,524,300 W  ONONDAGA ST     ,BURGLARY, ,,From Building,2143
2017/10/21 04:00:00+00,830,830,2900 ERIE BLVD E ,BURGLARY, ,,From Building,2144
2017/10/21 04:00:00+00,1000,1000,1300 BUTTERNUT ST     ,LARCENY, ,,From Building,2145
2017/10/21 04:00:00+00,1830,800,200 BASIN ST     ,BURGLARY, ,,From Building,2146
2017/10/22 04:00:00+00,2100,630,100 CRESLINE DR     ,LARCENY, ,,From Building,2147
2017/10/22 04:00:00+00,1400,1615,300 SHUART AV     ,BURGLARY, ,,From Building,2148
2017/10/23 04:00:00+00,1250,430,300 SPENCER ST     ,BURGLARY, ,,From Building,2149
2017/10/23 04:00:00+00,1343,1343,100 GOODRICH AV     ,LARCENY, ,,From Building,2150
2017/10/24 04:00:00+00,627,627,1200 MILTON AV     ,BURGLARY, ,,From Building,2151
2017/10/24 04:00:00+00,2151,2151,300 S  WARREN ST     ,LARCENY, ,,From Building,2152
2017/10/25 04:00:00+00,750,750,200 BASIN ST     ,BURGLARY, ,,From Building,2153
2017/10/25 04:00:00+00,840,840,300 CORTLAND AV     ,BURGLARY, ,,From Building,2154
2017/10/25 04:00:00+00,1025,1025,100 DABLON CT     ,BURGLARY, ,,From Building,2155
2017/10/25 04:00:00+00,1025,1025,100 DABLON CT     ,BURGLARY,A,,From Building,2156
2017/10/26 04:00:00+00,800,1650,1300 STOLP AV     ,BURGLARY, ,,From Building,2157
2017/10/26 04:00:00+00,1450,1600,1200 N  STATE ST     ,BURGLARY, ,,From Building,2158
2017/10/27 04:00:00+00,101,101,200 MERRIMAN AV     ,BURGLARY, ,,From Building,2159
2017/10/27 04:00:00+00,1600,800,500 W  BRIGHTON AV     ,BURGLARY, ,,From Building,2160
2017/10/28 04:00:00+00,1030,1030,100 SCHNEIDER ST     ,BURGLARY, ,,From Building,2161
2017/10/28 04:00:00+00,1740,1740,100 ARMSTRONG PL     ,LARCENY, ,,From Building,2162
2017/10/28 04:00:00+00,1300,1800,1600 LODI ST     ,LARCENY, ,,From Building,2163
2017/10/28 04:00:00+00,1923,1923,400 BRATTLE RD     ,LARCENY, ,,From Building,2164
2017/10/28 04:00:00+00,1200,1900,200 MOORE AV     ,LARCENY, ,,From Building,2165
2017/10/28 04:00:00+00,1415,1939,600 CATHERINE ST     ,BURGLARY, ,,From Building,2166
2017/10/29 04:00:00+00,1225,1225,800 S  GEDDES ST     ,BURGLARY, ,Yes,From Building,2167
2017/10/29 04:00:00+00,930,1240,1000 BELLEVUE AV     ,BURGLARY, ,,From Building,2168
2017/10/29 04:00:00+00,1816,1816,100 PARK ST     ,BURGLARY, ,,From Building,2169
2017/10/29 04:00:00+00,1932,1932,400 W  ONONDAGA ST     ,ROBBERY, ,,From Building,2170
2017/10/30 04:00:00+00,55,55,4800 S  SALINA ST     ,LARCENY, ,Yes,From Building,2171
2017/10/30 04:00:00+00,1109,1109,700 E  GENESEE ST     ,LARCENY, ,,From Building,2172
2017/10/30 04:00:00+00,1453,1453,500 BRYANT AV     ,LARCENY, ,Yes,From Building,2173
2017/10/30 04:00:00+00,1627,1627,3800 S  SALINA ST     ,ROBBERY, ,,From Building,2174
2017/10/31 04:00:00+00,350,350,500 S  CLINTON ST     ,LARCENY, ,,From Building,2175
2017/10/31 04:00:00+00,1104,1104,1600 ERIE BLVD E ,LARCENY, ,,From Building,2176
2017/10/31 04:00:00+00,800,1500,900 EUCLID AV     ,BURGLARY, ,,From Building,2177
2017/10/31 04:00:00+00,1906,1906,100 LAWRENCE ST     ,LARCENY, ,,From Building,2178
2017/09/02 04:00:00+00,1110,1110,600 WALNUT AV     ,BURGLARY, ,,From Building,2179
2017/11/22 05:00:00+00,2028,2028,100 COMSTOCK PL     ,BURGLARY, ,,From Building,2180
2017/11/08 05:00:00+00,1800,1830,200 W  OSTRANDER AV     ,BURGLARY, ,,From Building,2181
2017/09/02 04:00:00+00,1227,1227,1300 E  ADAMS ST     ,BURGLARY, ,,From Building,2182
2017/08/22 04:00:00+00,1200,400,200 BUCKINGHAM AV     ,BURGLARY, ,,From Building,2183
2017/11/22 05:00:00+00,2045,1245,300 HIAWATHA BLVD W ,LARCENY, ,,From Building,2184
2017/11/08 05:00:00+00,1730,1730,1 DESTINY USA DR,LARCENY, ,,From Building,2185
2017/09/02 04:00:00+00,1700,1100,1200 HARRISON ST     ,BURGLARY, ,,From Building,2186
2017/08/22 04:00:00+00,2259,2259,1200 S  STATE ST     ,LARCENY, ,Yes,From Building,2187
2017/11/23 05:00:00+00,1300,1700,100 HICKOCK AV     ,BURGLARY, ,,From Building,2188
2017/11/09 05:00:00+00,249,249,700 IRVING AV     ,LARCENY, ,Yes,From Building,2189
2017/11/09 05:00:00+00,1110,1110,100 LAFAYETTE RD     ,BURGLARY, ,,From Building,2190
2017/11/09 05:00:00+00,1430,1540,700 DEWITT ST     ,BURGLARY, ,,From Building,2191
2017/11/09 05:00:00+00,1950,1950,200 WENDELL TER    ,BURGLARY, ,,From Building,2192
2017/11/09 05:00:00+00,1300,2000,200 HALL AV     ,BURGLARY, ,,From Building,2193
2017/11/09 05:00:00+00,1700,1700,100 CURTIS ST     ,LARCENY, ,,From Building,2194
2017/11/09 05:00:00+00,1200,1500,100 E  BISSELL ST     ,LARCENY, ,,From Building,2195
2017/11/10 05:00:00+00,1230,1628,100 RUGBY RD     ,BURGLARY, ,,From Building,2196
2017/11/11 05:00:00+00,1000,1000,3500 JAMES ST     ,BURGLARY, ,,From Building,2197
2017/11/11 05:00:00+00,1345,1345,600 E  DIVISION ST     ,LARCENY, ,,From Building,2198
2017/11/11 05:00:00+00,1400,1430,100 RONEY LN     ,BURGLARY, ,,From Building,2199
2017/11/11 05:00:00+00,1827,1827,1600 S  GEDDES ST     ,ROBBERY, ,,From Building,2200
2017/11/11 05:00:00+00,1300,1914,400 HICKOCK AV     ,BURGLARY, ,,From Building,2201
2017/11/11 05:00:00+00,930,2153,200 VANN ST     ,BURGLARY, ,,From Building,2202
2017/11/11 05:00:00+00,1200,1300,200 GRUMBACH AV     ,BURGLARY, ,,From Building,2203
2017/11/12 05:00:00+00,1300,1913,200 STAFFORD AV     ,BURGLARY, ,,From Building,2204
2017/11/13 05:00:00+00,751,751,500 W  NEWELL ST     ,LARCENY, ,,From Building,2205
2017/11/13 05:00:00+00,1524,1524,100 SENECA DR     ,BURGLARY, ,,From Building,2206
2017/11/13 05:00:00+00,1345,1625,600 SCOVILLE AV     ,BURGLARY, ,,From Building,2207
2017/11/14 05:00:00+00,2020,2020,100 SHOTWELL PK     ,BURGLARY, ,,From Building,2208
2017/11/14 05:00:00+00,2241,2241,100 S  EDWARDS AV     ,BURGLARY, ,,From Building,2209
2017/11/14 05:00:00+00,2257,2257,600 COURT ST     ,BURGLARY, ,,From Building,2210
2017/11/14 05:00:00+00,1430,1500,200 TEALL AV     ,LARCENY, ,,From Building,2211
2017/11/15 05:00:00+00,500,500,300 ERIE ST     ,BURGLARY, ,,From Building,2212
2017/11/15 05:00:00+00,1237,1237,2800 ERIE BLVD E ,BURGLARY, ,Yes,From Building,2213
2017/09/19 04:00:00+00,800,1100,200 KENMORE AV     ,BURGLARY, ,,From Building,2214
